Role,Entry_Key,Parent_Key,Form,Language_IDs,POS,Gloss,Etymology,PDF_Page,Printed_Page
subentry,bashir:khowar:e3da1e8283:subentry:9,bashir:khowar:e3da1e8283,karúṭu,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-rakr|Kho-Bashir-src-rakrw|Kho-Bashir-src-mys|Kho-Bashir-src-if|Kho-Bashir-src-tmf,adj,deaf,Subentry of kar,76,63
subentry,bashir:khowar:e3da1e8283:subentry:10,bashir:khowar:e3da1e8283,kára lu dik,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-rakr|Kho-Bashir-src-rakrw|Kho-Bashir-src-mys|Kho-Bashir-src-if|Kho-Bashir-src-tmf,intr tr verb,to whisper,Subentry of kar,76,63
subentry,bashir:khowar:e3da1e8283:subentry:11,bashir:khowar:e3da1e8283,kára torík,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-rakr|Kho-Bashir-src-rakrw|Kho-Bashir-src-mys|Kho-Bashir-src-if|Kho-Bashir-src-tmf,intr verb,to be heard,Subentry of kar,76,63
subentry,bashir:khowar:e3da1e8283:subentry:12,bashir:khowar:e3da1e8283,kára taréik,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-rakr|Kho-Bashir-src-rakrw|Kho-Bashir-src-mys|Kho-Bashir-src-if|Kho-Bashir-src-tmf,tr verb,to cause to reach the ear,Subentry of kar,76,63
subentry,bashir:khowar:e3da1e8283:subentry:13,bashir:khowar:e3da1e8283,kar korák,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-rakr|Kho-Bashir-src-rakrw|Kho-Bashir-src-mys|Kho-Bashir-src-if|Kho-Bashir-src-tmf,n,listener,Subentry of kar,76,63
subentry,bashir:khowar:e3da1e8283:subentry:14,bashir:khowar:e3da1e8283,karmoṭák,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-rakr|Kho-Bashir-src-rakrw|Kho-Bashir-src-mys|Kho-Bashir-src-if|Kho-Bashir-src-tmf,n,glands immediately beneath the ear,Subentry of kar,76,63
subentry,bashir:khowar:e3da1e8283:subentry:15,bashir:khowar:e3da1e8283,karmuṭí,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-rakr|Kho-Bashir-src-rakrw|Kho-Bashir-src-mys|Kho-Bashir-src-if|Kho-Bashir-src-tmf,n,mumps,Subentry of kar,76,63
subentry,bashir:khowar:e3da1e8283:subentry:16,bashir:khowar:e3da1e8283,karénbaréki,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-rakr|Kho-Bashir-src-rakrw|Kho-Bashir-src-mys|Kho-Bashir-src-if|Kho-Bashir-src-tmf,adj,having very sharp hearing,Subentry of kar,76,63
subentry,bashir:khowar:e3da1e8283:subentry:17,bashir:khowar:e3da1e8283,karmanín,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-rakr|Kho-Bashir-src-rakrw|Kho-Bashir-src-mys|Kho-Bashir-src-if|Kho-Bashir-src-tmf,adj,completely deaf,Subentry of kar,76,63
head,bashir:khowar:36ccd42ad8,,karáɫi,Kho-Bashir-src-rakr,adj,partially bald,,76,63
head,bashir:khowar:ae8c44c4be,,karanḍí,Kho-Bashir-src-mnn,n,plastering trowel,[< Skt. (T2790) also Ur. or Panjabi kānḍī ‘plastering trowel’],77,64
head,bashir:khowar:385ca09cca,,karbéɫi¹,Kho-Bashir-src-swka|Kho-Bashir-src-if,adj,brown color,,77,64
head,bashir:khowar:385ca09cca,,karbéɫi²,Kho-Bashir-src-if|Kho-Bashir-src-sonoghor,n,wool from first shearing of a sheep,,77,64
variant,bashir:khowar:385ca09cca:variant:1,bashir:khowar:385ca09cca,karbéɫu,Kho-Bashir-src-if|Kho-Bashir-src-sonoghor,n,wool from first shearing of a sheep,Other pronunciation of karbéɫi²: karbéɫu,77,64
subentry,bashir:khowar:385ca09cca:subentry:1,bashir:khowar:385ca09cca,karbéɫi korík,Kho-Bashir-src-if|Kho-Bashir-src-sonoghor|Kho-Bashir-reg-sonoghor,tr verb,to cut the top branches of a small tree,Subentry of karbéɫi²,77,64
head,bashir:khowar:bb8494866e,,karc̣áku ǰoṣ,Kho-Bashir-src-chitral-town,n,species of weed,,77,64
head,bashir:khowar:8ffe426488,,karmátsi,Kho-Bashir-src-mnn,n,catfish,,77,64
head,bashir:khowar:7fe3f9280f,,karpašáng,Kho-Bashir-src-rkb|Kho-Bashir-src-mnn,n,head cold,,77,64
head,bashir:khowar:040574feda,,karpišáɫ,Kho-Bashir-src-zk-tale,n,refers to father (in tale),,77,64
head,bashir:khowar:b3fde488e7,,karrí,Kho-Bashir-src-if,n,"fernlike plant used for fodder, light green in color",,77,64
head,bashir:khowar:03b686b463,bashir:donor:Eng:a794b0fe1b,kartús,Kho-Bashir-src-mnn,,cartridge,[< Eng. ‘cartridge’],77,64
head,bashir:khowar:2a2b613267,,karʋás,Kho-Bashir-src-tmf,n,cotton (crop in the field),[< Ir. (M:1936) < Skt. (T2877)],77,64
head,bashir:khowar:63ed6b8ac5,,kaš,Kho-Bashir-src-chitral-town,n,a warm stole,,77,64
head,bashir:khowar:8ea69e93e6,,kašdreék,Kho-Bashir-src-mnn,n,ceremonial meal cooked when main winter stock of flour is first opened,,77,64
head,bashir:khowar:cbf9d3aade,,kaškól,Kho-Bashir-src-sas,n,begging bowl,,77,64
head,bashir:khowar:0de7320341,,kašṭék,Kho-Bashir-src-zmz,n,"patch applied to a torn garment, especially a šuqá",,77,64
head,bashir:khowar:31422f765a,,kaṣ,Kho-Bashir-src-swka|Kho-Bashir-src-mak|Kho-Bashir-src-ma|Kho-Bashir-src-sonoghor|Kho-Bashir-src-zp,n,large storage bin for grain,,77,64
subentry,bashir:khowar:31422f765a:subentry:1,bashir:khowar:31422f765a,kaṣó kuɫúm,Kho-Bashir-src-swka|Kho-Bashir-src-mak|Kho-Bashir-src-ma|Kho-Bashir-src-sonoghor|Kho-Bashir-src-zp|Kho-Bashir-reg-sonoghor,n,"(body part) depression below the skull, in the upper part of back",Subentry of kaṣ,77,64
head,bashir:khowar:7d960e94c2,,katsári,Kho-Bashir-src-mnn,n,vessel larger than a ṭhošṭwhich holds approximately two maunds (about 90 kg.) of flour,,77,64
head,bashir:khowar:7aa8cbde0e,,kaṭák,Kho-Bashir-src-swka|Kho-Bashir-src-gmkh,adv,merely,,77,64
head,bashir:khowar:040829411f,,kaṭáki,Kho-Bashir-src-iwa,n,wooden pin in plow,,77,64
head,bashir:khowar:c79f19638d,,kaṭaroóγ,Kho-Bashir-src-mnn,n,ice-cold water,,77,64
head,bashir:khowar:2cb3f3f784,bashir:donor:Eng:d666b06d90,káṭing,Kho-Bashir-src-if,n,blasting,[< Eng. ‘cutting’],77,64
head,bashir:khowar:929fef1468,,kaṭís,Kho-Bashir-src-swka|Kho-Bashir-src-ms,n,root of a sprouted seedling,,77,64
variant,bashir:khowar:929fef1468:variant:1,bashir:khowar:929fef1468,kaṭíts,Kho-Bashir-src-swka|Kho-Bashir-src-ms,n,root of a sprouted seedling,Other pronunciation of kaṭís: kaṭíts,77,64
variant,bashir:khowar:929fef1468:variant:2,bashir:khowar:929fef1468,kaṭíts dik,Kho-Bashir-src-swka|Kho-Bashir-src-ms,n,root of a sprouted seedling,Other pronunciation of kaṭís: kaṭíts dik,77,64
subentry,bashir:khowar:929fef1468:subentry:1,bashir:khowar:929fef1468,kaṭís dik,Kho-Bashir-src-swka|Kho-Bashir-src-ms,tr intr verb,to sprout from seed,Subentry of kaṭís,77,64
head,bashir:khowar:67b86b8aa1,,kaṭuré,Kho-Bashir-src-ms,n,a clan descended from Baba Ayub,,77,64
head,bashir:khowar:9318979b93,,kaʋír,Kho-Bashir-src-mnn|Kho-Bashir-src-if,n,"caper - buds of a ground-creeping vine, cooked as vegetable and used as medicine for cholera",[< Skt. (T14354)],77,64
head,bashir:khowar:254d860151,,kaʋš,Kho-Bashir-src-ma|Kho-Bashir-src-wsic|Kho-Bashir-src-rakr,n,"traditional shoes, slippers",,77,64
variant,bashir:khowar:254d860151:variant:1,bashir:khowar:254d860151,kaʋṣ,Kho-Bashir-src-ma|Kho-Bashir-src-wsic|Kho-Bashir-src-rakr,n,"traditional shoes, slippers",Other pronunciation of kaʋš: kaʋṣ (RAKR),77,64
head,bashir:khowar:34d67bb7be,,kaʋšér korík,Kho-Bashir-src-mnn|Kho-Bashir-src-rakr,tr verb,"to plate/coat with metal (e.g. cooking vessels, artificial jewelry)",,77,64
variant,bashir:khowar:34d67bb7be:variant:1,bashir:khowar:34d67bb7be,khaʋšér korík,Kho-Bashir-src-mnn|Kho-Bashir-src-rakr,tr verb,"to plate/coat with metal (e.g. cooking vessels, artificial jewelry)",Other pronunciation of kaʋšér korík: khaʋšér korík (vtr) ‘to plate,77,64
head,bashir:khowar:6905152bc3,,kay,Kho-Bashir-src-mnn|Kho-Bashir-reg-lower-chitral,n,elder sister,,77,64
subentry,bashir:khowar:6905152bc3:subentry:1,bashir:khowar:6905152bc3,kaygíni,Kho-Bashir-src-mnn|Kho-Bashir-reg-lower-chitral,pl n,elder sisters,Subentry of kay,77,64
head,bashir:khowar:bda43a675e,,keč bik,Kho-Bashir-src-if,intr verb,"to shift from one house to another, e.g. in summer",,77,64
head,bashir:khowar:009003d641,,kehrč,Kho-Bashir-src-rakr,n,double-edged straight sword,,77,64
head,bashir:khowar:4638ed9b1c,,keɫ,Kho-Bashir-src-if|Kho-Bashir-src-rakr,n,vertical mark on a yak horn made to identify it in a herd,,77,64
head,bashir:khowar:a4e0e376c5,,kéɫi,Kho-Bashir-src-mnn|Kho-Bashir-src-rkb|Kho-Bashir-src-rakr|Kho-Bashir-src-swka,n,"female sheep, over four years of age",[< Skt. (M:1973) (T3476)],77,64
subentry,bashir:khowar:a4e0e376c5:subentry:1,bashir:khowar:a4e0e376c5,keréɫi,Kho-Bashir-src-mnn|Kho-Bashir-src-rkb|Kho-Bashir-src-rakr|Kho-Bashir-src-swka,n,skin of sheep,Subentry of kéɫi,77,64
head,bashir:khowar:5ee52e5ed7,,keɫík,Kho-Bashir-src-mnn|Kho-Bashir-src-rkb|Kho-Bashir-src-rakr|Kho-Bashir-src-swka|Kho-Bashir-src-if|Kho-Bashir-src-mys,intr verb,"to weep, cry, wail",,77,64
variant,bashir:khowar:5ee52e5ed7:variant:1,bashir:khowar:5ee52e5ed7,kaɫandrú,Kho-Bashir-src-mnn|Kho-Bashir-src-rkb|Kho-Bashir-src-rakr|Kho-Bashir-src-swka|Kho-Bashir-src-if|Kho-Bashir-src-mys,intr verb,"to weep, cry, wail",Other pronunciation of keɫík: kaɫandrú (MYS),77,64
subentry,bashir:khowar:5ee52e5ed7:subentry:1,bashir:khowar:5ee52e5ed7,keɫandrú,Kho-Bashir-src-mnn|Kho-Bashir-src-rkb|Kho-Bashir-src-rakr|Kho-Bashir-src-swka|Kho-Bashir-src-if|Kho-Bashir-src-mys,n,crybaby,Subentry of keɫík,77,64
subentry,bashir:khowar:5ee52e5ed7:subentry:2,bashir:khowar:5ee52e5ed7,keɫáru,Kho-Bashir-src-mnn|Kho-Bashir-src-rkb|Kho-Bashir-src-rakr|Kho-Bashir-src-swka|Kho-Bashir-src-if|Kho-Bashir-src-mys,n,unavoidably feeling like weeping,Subentry of keɫík,77,64
head,bashir:khowar:833b516ac1,,keɫkeɫáʋ,Kho-Bashir-src-swka,,willy nilly,,78,65
head,bashir:khowar:4c2a339468,,ken¹,Kho-Bashir-src-rakr|Kho-Bashir-src-if|Kho-Bashir-src-mnn,n,"flat place to sit or take shelter, e.g. a depression, crevice beneath a boulder, on a mountain, or on a glacier",,78,65
head,bashir:khowar:4c2a339468,,ken²,Kho-Bashir-src-if,n,turn,,78,65
head,bashir:khowar:61fd46043a,,kerismá,Kho-Bashir-src-if,n,species of grass,,78,65
head,bashir:khowar:804ae752f9,,kerméz,Kho-Bashir-src-swka,adj,"intense dark pink, rose-colored",,78,65
head,bashir:khowar:6471fbb2a8,,kest korík,Kho-Bashir-src-swka,intr tr verb,to be stubborn,,78,65
head,bashir:khowar:95f38d090f,,késu,Kho-Bashir-src-tmf,n,village on the left bank of the Chitral River above Drosh,,78,65
head,bashir:khowar:ab69753a79,,ki,Kho-Bashir-src-rkb|Kho-Bashir-src-ma,conj,if,,78,65
head,bashir:khowar:68df5bd665,,kí¹,Kho-Bashir-src-swka|Kho-Bashir-src-iwa,adj,which?,[< Skt. (T3164)],78,65
variant,bashir:khowar:68df5bd665:variant:1,bashir:khowar:68df5bd665,khí,Kho-Bashir-src-swka|Kho-Bashir-src-iwa|Kho-Bashir-reg-lower-chitral,adj,which?,Other pronunciation of kí¹: khí (IWA: in Lower Chitral),78,65
variant,bashir:khowar:68df5bd665:variant:2,bashir:khowar:68df5bd665,kiʋaálu,Kho-Bashir-src-swka|Kho-Bashir-src-iwa|Kho-Bashir-reg-lower-chitral,adj,which?,"Other pronunciation of kí¹: kiʋaálu, khiʋáli (Lower Chitral) (IWA)",78,65
variant,bashir:khowar:68df5bd665:variant:3,bashir:khowar:68df5bd665,khiʋáli,Kho-Bashir-src-swka|Kho-Bashir-src-iwa|Kho-Bashir-reg-lower-chitral,adj,which?,"Other pronunciation of kí¹: kiʋaálu, khiʋáli (Lower Chitral) (IWA)",78,65
head,bashir:khowar:68df5bd665,,kí²,Kho-Bashir-src-mys|Kho-Bashir-src-swka|Kho-Bashir-src-if,interj,"utterance-final emphatic particle used with imperatives, can indicate impatience with addressee",,78,65
head,bashir:khowar:a2223b7fa0,,kíča,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-tmfd|Kho-Bashir-src-tmfw,adj,what kind of?,,78,65
subentry,bashir:khowar:a2223b7fa0:subentry:1,bashir:khowar:a2223b7fa0,kíča bíti,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-tmfd|Kho-Bashir-src-tmfw,adv,how?,Subentry of kíča,78,65
head,bashir:khowar:cc5b52caeb,id:f_n52jmqwkpq45u,kilá,Kho-Bashir-src-mnn,n,banana,[< Ur. kelā ‘banana’],78,65
head,bashir:khowar:861e6eb7a4,,kiláʋ,Kho-Bashir-src-swka|Kho-Bashir-src-chitral-town,n,"desiccated grape juice, grape leather (flat rubbery sheets)",,78,65
variant,bashir:khowar:861e6eb7a4:variant:1,bashir:khowar:861e6eb7a4,kilaʋú,Kho-Bashir-src-swka|Kho-Bashir-src-chitral-town|Kho-Bashir-reg-chitral-town,n,"desiccated grape juice, grape leather (flat rubbery sheets)",Other pronunciation of kiláʋ: kilaʋú (Chitral town),78,65
head,bashir:khowar:b07235a01d,,kilím,Kho-Bashir-src-mnn,n,lettuce,,78,65
head,bashir:khowar:81c898ea14,,kilipónǰi,Kho-Bashir-src-rakr,n,reward given to shepherds after all the animals in his charge have given birth,,78,65
head,bashir:khowar:4016efa01b,,kiɫáɫ,Kho-Bashir-src-mnn,n,cheese made from milk taken from stomach of slaughtered newborn kid after it drinks its mother,[< Skt. (M:1973)],78,65
head,bashir:khowar:1ccea5eb95,,kiɫγítu,Kho-Bashir-src-mnn|Kho-Bashir-src-if,n,tiny orange berries,,78,65
variant,bashir:khowar:1ccea5eb95:variant:1,bashir:khowar:1ccea5eb95,kirγítu,Kho-Bashir-src-mnn|Kho-Bashir-src-if,n,tiny orange berries,Other pronunciation of kiɫγítu: kirγítu,78,65
subentry,bashir:khowar:1ccea5eb95:subentry:1,bashir:khowar:1ccea5eb95,kirγítu,Kho-Bashir-src-mnn|Kho-Bashir-src-if|Kho-Bashir-reg-laspur,n,tiny orange berries,Subentry of kiɫγítu,78,65
head,bashir:khowar:319573115c,,kiméri,Kho-Bashir-src-mnn|Kho-Bashir-src-wsic,n,woman,[< Skt. (T3303)],78,65
head,bashir:khowar:6211d9b32a,,kingóṭu,Kho-Bashir-src-mnn|Kho-Bashir-src-if,n,roundworm,,78,65
head,bashir:khowar:5098191681,,-kíni,Kho-Bashir-src-mys|Kho-Bashir-src-fq,adj,adjective-forming morpheme attaching to temporal adverbs,,78,65
head,bashir:khowar:1c62cdcb8a,,kinimíni,Kho-Bashir-src-nkn,adv,intensifier used to modify,,78,65
head,bashir:khowar:9b42d91d3a,,kiphíni,Kho-Bashir-src-mnn|Kho-Bashir-src-mak|Kho-Bashir-src-if,n,"oval-shaped wooden spoon with handle on side, rather than end",,78,65
variant,bashir:khowar:9b42d91d3a:variant:1,bashir:khowar:9b42d91d3a,pikhíni,Kho-Bashir-src-mnn|Kho-Bashir-src-mak|Kho-Bashir-src-if,n,"oval-shaped wooden spoon with handle on side, rather than end","Other pronunciation of kiphíni: Metathesis is heard in some people’s pronunciation, as pikhíni (MAK), khipíni (IF) (MNN)",78,65
variant,bashir:khowar:9b42d91d3a:variant:2,bashir:khowar:9b42d91d3a,khipíni,Kho-Bashir-src-mnn|Kho-Bashir-src-mak|Kho-Bashir-src-if,n,"oval-shaped wooden spoon with handle on side, rather than end","Other pronunciation of kiphíni: Metathesis is heard in some people’s pronunciation, as pikhíni (MAK), khipíni (IF) (MNN)",78,65
subentry,bashir:khowar:9b42d91d3a:subentry:1,bashir:khowar:9b42d91d3a,khipinbéɫu,Kho-Bashir-src-mnn|Kho-Bashir-src-mak|Kho-Bashir-src-if,n,small basket for keeping spoons,Subentry of kiphíni,78,65
head,bashir:khowar:9f74a163d2,,kirízi,Kho-Bashir-src-tmf,,(applies to) falcon in second year - after adult feathers have emerged,,78,65
head,bashir:khowar:bf9d4e1bf3,bashir:donor:Eng:bf466570ae,kirkéṭ,Kho-Bashir-src-mnn|Kho-Bashir-src-rakr,n,the game of cricket,[< Eng. ‘cricket’ (the game)],78,65
variant,bashir:khowar:bf9d4e1bf3:variant:1,bashir:khowar:bf9d4e1bf3,kirkíṭ,Kho-Bashir-src-mnn|Kho-Bashir-src-rakr,n,the game of cricket,Other pronunciation of kirkéṭ: kirkíṭ (RAKR),78,65
head,bashir:khowar:8f6eda57e1,,kirkóṭ,Kho-Bashir-src-rakr|Kho-Bashir-src-ms|Kho-Bashir-src-iwk,n,leather foot wrappings,,79,66
head,bashir:khowar:d11a04f280,,kirmíč,Kho-Bashir-src-swka,n,rubber shoes,,79,66
head,bashir:khowar:b0b1ff9480,,kiróṭi,Kho-Bashir-src-if,adj,old,,79,66
head,bashir:khowar:da732643dc,,kišár,Kho-Bashir-src-ckt,n,spikes of wheat,,79,66
head,bashir:khowar:b8522dbbfc,,kiṣ,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-ms|Kho-Bashir-src-if|Kho-Bashir-src-zmz,n,plowing,[< Skt. (M:1973) (T3444) and (T3449)]; Morphology: Khowar + Prs. jạ ‘place’,79,66
subentry,bashir:khowar:b8522dbbfc:subentry:1,bashir:khowar:b8522dbbfc,kiṣík,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-ms|Kho-Bashir-src-if|Kho-Bashir-src-zmz,tr verb,to plow,Subentry of kiṣ,79,66
subentry,bashir:khowar:b8522dbbfc:subentry:2,bashir:khowar:b8522dbbfc,kiṣmán,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-ms|Kho-Bashir-src-if|Kho-Bashir-src-zmz|Kho-Bashir-reg-sonoghor,n,cultivation,Subentry of kiṣ,79,66
subentry,bashir:khowar:b8522dbbfc:subentry:3,bashir:khowar:b8522dbbfc,kiṣíni,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-ms|Kho-Bashir-src-if|Kho-Bashir-src-zmz,n,plow,Subentry of kiṣ; Morphology: Khowar + Prs. jạ ‘place’,79,66
subentry,bashir:khowar:b8522dbbfc:subentry:4,bashir:khowar:b8522dbbfc,kiṣmanǰaá,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-ms|Kho-Bashir-src-if|Kho-Bashir-src-zmz,n,village in Baroghil,Subentry of kiṣ,79,66
subentry,bashir:khowar:b8522dbbfc:subentry:5,bashir:khowar:b8522dbbfc,kiṣmanǰaáku,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-ms|Kho-Bashir-src-if|Kho-Bashir-src-zmz,n,person from Kishmanja,Subentry of kiṣ,79,66
head,bashir:khowar:755cd375a1,,kiṣípi,Kho-Bashir-src-mnn,n,magpie,[< Ir. (M:1936)]; Morphology: kiṣípi ‘magpie’ + ɫay ‘pattern’,79,66
head,bashir:khowar:a0b86c62e7,,kitéik,Kho-Bashir-src-mnn|Kho-Bashir-src-swka,tr verb,to turn soil with a spade,,79,66
head,bashir:khowar:032d50d11b,,kitép,Kho-Bashir-src-iwa|Kho-Bashir-src-mnn,n,book,"[kitép < Turkic, kitáb <Ur., Prs., Ar. kitāb ‘book’]",79,66
variant,bashir:khowar:032d50d11b:variant:1,bashir:khowar:032d50d11b,kitáb,Kho-Bashir-src-iwa|Kho-Bashir-src-mnn,n,book,Other pronunciation of kitép: kitáb (MNN) (IWA: among younger or educated persons),79,66
head,bashir:khowar:789d303bd0,,kitigín,Kho-Bashir-src-rakr|Kho-Bashir-src-tmfw,adj,"full of lively coming and going, hustle and bustle (as at a celebration with many people present)",,79,66
head,bashir:khowar:324269fd79,,ki̍timíti,Kho-Bashir-src-swka,adj,mixed up,,79,66
head,bashir:khowar:d64864e118,,kiṭími,Kho-Bashir-src-mnn|Kho-Bashir-src-reshun,n,fruit of šinǰúr,,79,66
head,bashir:khowar:fba1383507,,kiṭóri,Kho-Bashir-src-mnn,n,dried mulberries,,79,66
head,bashir:khowar:210fa42525,,kižibík,Kho-Bashir-src-swka,intr verb,to move,,79,66
head,bashir:khowar:df7bb65295,,ki̍žimíži,Kho-Bashir-src-swka,n,"mixed up words, a word game",,79,66
head,bashir:khowar:b873c02332,,kɫinǰ,Kho-Bashir-src-rakr,adj,curved,,79,66
head,bashir:khowar:75a7c6f717,,kɫits,Kho-Bashir-src-if,n,small pieces of wood laid between the naxdaru to keep them properly spaced apart,,79,66
head,bashir:khowar:806e0f482e,,kɫok,Kho-Bashir-src-mnn|Kho-Bashir-src-ms|Kho-Bashir-src-mak,adj,"state of a hen after laying a clutch of eggs, when she is ready to hatch them",,79,66
head,bashir:khowar:b03e09b534,,kɫup,Kho-Bashir-src-mak,n,portion of pheránu on sides of fireplace (place for sitting),,79,66
head,bashir:khowar:b1c3f9ea57,,ko,Kho-Bashir-src-mnn,adv,why?,,79,66
head,bashir:khowar:b1c3f9ea57,,-ko,Kho-Bashir-src-swka,interj,utterance-final particle indicating uncertainty,,79,66
head,bashir:khowar:d7daa6dae5,,koč,Kho-Bashir-src-mnn|Kho-Bashir-src-nkn|Kho-Bashir-src-zhd,,knot (in wood),,79,66
subentry,bashir:khowar:d7daa6dae5:subentry:1,bashir:khowar:d7daa6dae5,koč počík,Kho-Bashir-src-mnn|Kho-Bashir-src-nkn|Kho-Bashir-src-zhd,intr verb,to be sick of something,Subentry of koč,79,66
head,bashir:khowar:22d7bcdd52,,kočtéli,Kho-Bashir-src-if,n,species of willow,,79,66
head,bashir:khowar:ee33610d52,,koc̣,Kho-Bashir-src-swka|Kho-Bashir-src-if,n,jungle,[< Skt. (M:1973) (T2589)],79,66
head,bashir:khowar:7ab52ef1bb,,koγ¹,Kho-Bashir-src-rkb,n,"hyena-like animal which drinks blood, smaller than cheetah",[< Skt. (M:1973) (T3481)],80,67
head,bashir:khowar:7ab52ef1bb,,koγ²,Kho-Bashir-src-rkb,n,temporary depression in the skin or flesh from being pressed for a long time,,80,67
head,bashir:khowar:a790bfd53f,,koγúzi,Kho-Bashir-src-rakr|Kho-Bashir-src-tmf,n,village up-river from Chitral town,,80,67
head,bashir:khowar:4af1b438a7,,kohná,Kho-Bashir-src-swka,adj,ancient,,80,67
head,bashir:khowar:1ee67fc37f,,kóki,Kho-Bashir-src-if,conj,because,,80,67
head,bashir:khowar:be12495b48,,koknár,Kho-Bashir-src-tmf,n,poppy seeds,,80,67
head,bashir:khowar:67e3507c42,,kóli,Kho-Bashir-src-iwa|Kho-Bashir-src-swka,adj,unbalanced,[< Skt. (T3533)],80,67
subentry,bashir:khowar:67e3507c42:subentry:1,bashir:khowar:67e3507c42,kóli bár,Kho-Bashir-src-iwa|Kho-Bashir-src-swka,n,cooked food and clothes sent to married daughter seven or eight days after marriage,Subentry of kóli,80,67
subentry,bashir:khowar:67e3507c42:subentry:2,bashir:khowar:67e3507c42,kóli sareék,Kho-Bashir-src-iwa|Kho-Bashir-src-swka,intr verb,to be displeasing (to someone),Subentry of kóli,80,67
subentry,bashir:khowar:67e3507c42:subentry:3,bashir:khowar:67e3507c42,kolí,Kho-Bashir-src-iwa|Kho-Bashir-src-swka,n,crookedness,Subentry of kóli,80,67
head,bashir:khowar:e6bc845bc4,,koɫórǰ,Kho-Bashir-src-mak|Kho-Bashir-src-rmf|Kho-Bashir-src-mnn,n,male of a species of falcon whose female is sayúrǰ,,80,67
variant,bashir:khowar:e6bc845bc4:variant:1,bashir:khowar:e6bc845bc4,koɫoyúrǰ,Kho-Bashir-src-mak|Kho-Bashir-src-rmf|Kho-Bashir-src-mnn,n,male of a species of falcon whose female is sayúrǰ,Other pronunciation of koɫórǰ: koɫoyúrǰ (TMF) (MNN),80,67
head,bashir:khowar:cb9fa44bd5,,koɫú,Kho-Bashir-src-mnn|Kho-Bashir-src-mak,n,species of partridge,,80,67
head,bashir:khowar:f41013cf14,,komún,Kho-Bashir-src-chitral-town,n,garland of apricot kernels or walnuts - a traditional parting gift for a guest,,80,67
head,bashir:khowar:d49c17b776,,konḍá,Kho-Bashir-src-swka,n,window latch,,80,67
head,bashir:khowar:fb992db9fd,,koóɫ,Kho-Bashir-src-mnn|Kho-Bashir-src-mak|Kho-Bashir-src-ms|Kho-Bashir-src-akm|Kho-Bashir-src-laspur|Kho-Bashir-src-if|Kho-Bashir-src-zmz,n,bone,,80,67
variant,bashir:khowar:fb992db9fd:variant:1,bashir:khowar:fb992db9fd,khóɫ,Kho-Bashir-src-mnn|Kho-Bashir-src-mak|Kho-Bashir-src-ms|Kho-Bashir-src-akm|Kho-Bashir-src-laspur|Kho-Bashir-src-if|Kho-Bashir-src-zmz|Kho-Bashir-reg-chitral-town,n,bone,"Other pronunciation of koóɫ: khóɫ (Chitral town, GNK, AKM); kóɫ in MA, IF",80,67
subentry,bashir:khowar:fb992db9fd:subentry:1,bashir:khowar:fb992db9fd,ḍang koóɫ,Kho-Bashir-src-mnn|Kho-Bashir-src-mak|Kho-Bashir-src-ms|Kho-Bashir-src-akm|Kho-Bashir-src-laspur|Kho-Bashir-src-if|Kho-Bashir-src-zmz,n,ankle bone,Subentry of koóɫ,80,67
subentry,bashir:khowar:fb992db9fd:subentry:2,bashir:khowar:fb992db9fd,paṭik koóɫ,Kho-Bashir-src-mnn|Kho-Bashir-src-mak|Kho-Bashir-src-ms|Kho-Bashir-src-akm|Kho-Bashir-src-laspur|Kho-Bashir-src-if|Kho-Bashir-src-zmz,n,wrist bone,Subentry of koóɫ,80,67
subentry,bashir:khowar:fb992db9fd:subentry:3,bashir:khowar:fb992db9fd,broyú koóɫ,Kho-Bashir-src-mnn|Kho-Bashir-src-mak|Kho-Bashir-src-ms|Kho-Bashir-src-akm|Kho-Bashir-src-laspur|Kho-Bashir-src-if|Kho-Bashir-src-zmz,n,collarbone,Subentry of koóɫ,80,67
